Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_19_119,VPWR,li1,60.4900,62.5600,1.799995
FILLER_19_113,VPWR,li1,58.8800,62.5600,1.799995
FILLER_19_109,VPWR,li1,56.3500,62.5600,1.799995
FILLER_19_97,VPWR,li1,52.9000,62.5600,1.799995
FILLER_19_85,VPWR,li1,47.3800,62.5600,1.799995
FILLER_19_81,VPWR,li1,43.4700,62.5600,1.799995
FILLER_19_69,VPWR,li1,40.0200,62.5600,1.799995
FILLER_19_57,VPWR,li1,32.6600,62.5600,1.799996
FILLER_19_55,VPWR,li1,31.0500,62.5600,1.799996
FILLER_19_47,VPWR,li1,28.9800,62.5600,1.799996
FILLER_19_37,VPWR,li1,23.0000,62.5600,1.799997
FILLER_19_29,VPWR,li1,20.7000,62.5600,1.799998
FILLER_19_27,VPWR,li1,18.1700,62.5600,1.799998
FILLER_19_21,VPWR,li1,16.5600,62.5600,1.799998
FILLER_19_17,VPWR,li1,13.5700,62.5600,1.799997
FILLER_19_9,VPWR,li1,11.5000,62.5600,1.799997
FILLER_18_115,VPWR,li1,58.6500,62.5600,1.799995
FILLER_18_109,VPWR,li1,57.0400,62.5600,1.799995
FILLER_18_97,VPWR,li1,52.9000,62.5600,1.799995
FILLER_18_85,VPWR,li1,47.3800,62.5600,1.799995
FILLER_18_76,VPWR,li1,42.3200,62.5600,1.799995
FILLER_18_52,VPWR,li1,30.3600,62.5600,1.799996
FILLER_18_27,VPWR,li1,18.1700,62.5600,1.799998
FILLER_18_18,VPWR,li1,14.0300,62.5600,1.799997
FILLER_18_6,VPWR,li1,8.9700,62.5600,1.799997
FILLER_17_119,VPWR,li1,60.4900,57.1200,1.799992
FILLER_17_113,VPWR,li1,58.8800,57.1200,1.799992
FILLER_17_111,VPWR,li1,56.8100,57.1200,1.799992
FILLER_17_105,VPWR,li1,55.2000,57.1200,1.799992
FILLER_17_93,VPWR,li1,51.0600,57.1200,1.799992
FILLER_17_69,VPWR,li1,37.4900,57.1200,1.799993
FILLER_17_35,VPWR,li1,21.8500,57.1200,1.799995
FILLER_17_25,VPWR,li1,17.2500,57.1200,1.799994
FILLER_17_3,VPWR,li1,7.3600,57.1200,1.799993
FILLER_16_117,VPWR,li1,60.0300,57.1200,1.799992
FILLER_16_109,VPWR,li1,57.5000,57.1200,1.799992
FILLER_16_97,VPWR,li1,52.9000,57.1200,1.799992
FILLER_16_85,VPWR,li1,44.8500,57.1200,1.799992
FILLER_16_83,VPWR,li1,43.9300,57.1200,1.799992
FILLER_16_63,VPWR,li1,34.9600,57.1200,1.799993
FILLER_16_44,VPWR,li1,26.2200,57.1200,1.799994
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799994
FILLER_16_23,VPWR,li1,17.0200,57.1200,1.799994
FILLER_15_119,VPWR,li1,60.4900,51.6800,1.799951
FILLER_15_113,VPWR,li1,58.8800,51.6800,1.799951
FILLER_15_52,VPWR,li1,30.3600,51.6800,1.799971
FILLER_15_44,VPWR,li1,26.4500,51.6800,1.799976
