Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_19_113,VGND,li1,58.4200,65.2800,0.000002
FILLER_19_103,VGND,li1,53.1300,65.2800,0.000002
FILLER_19_88,VGND,li1,46.2300,65.2800,0.000001
FILLER_19_69,VGND,li1,38.1800,65.2800,0.000001
FILLER_19_57,VGND,li1,34.5000,65.2800,0.000001
FILLER_19_53,VGND,li1,30.5900,65.2800,0.000001
FILLER_19_41,VGND,li1,27.1400,65.2800,0.000001
FILLER_19_29,VGND,li1,21.6200,65.2800,0.000000
FILLER_19_27,VGND,li1,18.1700,65.2800,0.000000
FILLER_19_15,VGND,li1,15.1800,65.2800,0.000000
FILLER_19_3,VGND,li1,9.6600,65.2800,0.000000
FILLER_18_119,VGND,li1,60.4900,59.8400,0.000011
FILLER_18_94,VGND,li1,49.2200,59.8400,0.000011
FILLER_18_82,VGND,li1,43.7000,59.8400,0.000010
FILLER_18_69,VGND,li1,38.1800,59.8400,0.000008
FILLER_18_57,VGND,li1,34.5000,59.8400,0.000008
FILLER_18_33,VGND,li1,20.9300,59.8400,0.000006
FILLER_18_29,VGND,li1,19.7800,59.8400,0.000006
FILLER_18_27,VGND,li1,18.1700,59.8400,0.000006
FILLER_18_15,VGND,li1,15.1800,59.8400,0.000006
FILLER_18_3,VGND,li1,9.6600,59.8400,0.000006
FILLER_17_119,VGND,li1,60.4900,59.8400,0.000011
FILLER_17_68,VGND,li1,37.0300,59.8400,0.000008
FILLER_17_60,VGND,li1,34.9600,59.8400,0.000008
FILLER_17_15,VGND,li1,14.2600,59.8400,0.000006
FILLER_17_3,VGND,li1,9.6600,59.8400,0.000006
FILLER_16_116,VGND,li1,59.1100,54.4000,0.000015
FILLER_16_61,VGND,li1,34.2700,54.4000,0.000012
FILLER_16_53,VGND,li1,31.7400,54.4000,0.000012
FILLER_16_29,VGND,li1,19.7800,54.4000,0.000012
FILLER_16_26,VGND,li1,17.9400,54.4000,0.000012
FILLER_16_18,VGND,li1,15.6400,54.4000,0.000012
FILLER_16_6,VGND,li1,11.0400,54.4000,0.000012
FILLER_15_102,VGND,li1,52.6700,54.4000,0.000015
FILLER_15_84,VGND,li1,44.3900,54.4000,0.000014
FILLER_15_76,VGND,li1,40.7100,54.4000,0.000014
FILLER_15_72,VGND,li1,39.5600,54.4000,0.000014
FILLER_15_60,VGND,li1,35.8800,54.4000,0.000013
FILLER_15_17,VGND,li1,13.8000,54.4000,0.000012
FILLER_15_11,VGND,li1,11.2700,54.4000,0.000012
FILLER_15_3,VGND,li1,8.7400,54.4000,0.000012
FILLER_14_71,VGND,li1,39.5600,48.9600,0.000031
FILLER_14_25,VGND,li1,17.7100,48.9600,0.000018
FILLER_14_3,VGND,li1,7.3600,48.9600,0.000019
FILLER_13_113,VGND,li1,58.4200,48.9600,0.000040
FILLER_13_90,VGND,li1,47.3800,48.9600,0.000038
FILLER_13_69,VGND,li1,37.4900,48.9600,0.000028
FILLER_13_65,VGND,li1,36.3400,48.9600,0.000028
FILLER_13_19,VGND,li1,15.1800,48.9600,0.000018
FILLER_13_3,VGND,li1,9.6600,48.9600,0.000019
FILLER_12_118,VGND,li1,60.2600,43.5200,0.000008
FILLER_12_97,VGND,li1,50.3700,43.5200,0.000008
FILLER_12_85,VGND,li1,47.3800,43.5200,0.000008
FILLER_12_80,VGND,li1,42.5500,43.5200,0.000007
FILLER_12_76,VGND,li1,40.7100,43.5200,0.000007
FILLER_12_72,VGND,li1,39.5600,43.5200,0.000007
FILLER_12_60,VGND,li1,35.8800,43.5200,0.000006
FILLER_12_50,VGND,li1,28.9800,43.5200,0.000004
FILLER_12_45,VGND,li1,26.6800,43.5200,0.000004
FILLER_12_39,VGND,li1,23.6900,43.5200,0.000003
FILLER_12_33,VGND,li1,22.0800,43.5200,0.000003
FILLER_12_25,VGND,li1,17.7100,43.5200,0.000003
FILLER_12_15,VGND,li1,13.1100,43.5200,0.000003
FILLER_12_3,VGND,li1,9.6600,43.5200,0.000003
FILLER_11_116,VGND,li1,59.1100,43.5200,0.000008
FILLER_11_87,VGND,li1,46.0000,43.5200,0.000008
FILLER_11_65,VGND,li1,35.8800,43.5200,0.000006
FILLER_11_52,VGND,li1,30.3600,43.5200,0.000004
FILLER_11_36,VGND,li1,22.3100,43.5200,0.000003
FILLER_11_3,VGND,li1,7.3600,43.5200,0.000003
FILLER_10_102,VGND,li1,52.6700,38.0800,0.000020
FILLER_10_85,VGND,li1,45.0800,38.0800,0.000020
FILLER_10_82,VGND,li1,43.7000,38.0800,0.000020
FILLER_10_41,VGND,li1,24.6100,38.0800,0.000014
FILLER_10_37,VGND,li1,23.4600,38.0800,0.000014
FILLER_9_113,VGND,li1,57.7300,38.0800,0.000020
FILLER_9_93,VGND,li1,48.7600,38.0800,0.000020
FILLER_9_69,VGND,li1,37.4900,38.0800,0.000020
FILLER_9_61,VGND,li1,35.4200,38.0800,0.000020
FILLER_9_57,VGND,li1,31.9700,38.0800,0.000019
FILLER_9_35,VGND,li1,21.8500,38.0800,0.000014
FILLER_9_29,VGND,li1,19.0900,38.0800,0.000015
FILLER_9_3,VGND,li1,7.1300,38.0800,0.000017
FILLER_8_119,VGND,li1,60.4900,32.6400,0.000006
FILLER_8_98,VGND,li1,50.8300,32.6400,0.000006
FILLER_8_90,VGND,li1,47.1500,32.6400,0.000005
FILLER_8_70,VGND,li1,39.5600,32.6400,0.000004
FILLER_8_58,VGND,li1,34.9600,32.6400,0.000004
FILLER_8_29,VGND,li1,19.0900,32.6400,0.000002
FILLER_8_24,VGND,li1,17.4800,32.6400,0.000002
FILLER_8_3,VGND,li1,8.7400,32.6400,0.000002
FILLER_7_119,VGND,li1,60.4900,32.6400,0.000006
FILLER_7_113,VGND,li1,58.8800,32.6400,0.000006
FILLER_7_105,VGND,li1,54.7400,32.6400,0.000006
FILLER_7_93,VGND,li1,51.0600,32.6400,0.000006
FILLER_7_71,VGND,li1,38.8700,32.6400,0.000004
FILLER_7_63,VGND,li1,36.3400,32.6400,0.000004
FILLER_7_55,VGND,li1,31.0500,32.6400,0.000003
FILLER_7_51,VGND,li1,29.9000,32.6400,0.000003
FILLER_7_41,VGND,li1,24.8400,32.6400,0.000002
FILLER_7_32,VGND,li1,20.4700,32.6400,0.000002
FILLER_7_28,VGND,li1,19.3200,32.6400,0.000002
FILLER_7_23,VGND,li1,16.3300,32.6400,0.000002
FILLER_7_15,VGND,li1,14.2600,32.6400,0.000002
FILLER_7_3,VGND,li1,9.6600,32.6400,0.000002
FILLER_6_113,VGND,li1,58.1900,27.2000,0.000016
FILLER_6_101,VGND,li1,54.7400,27.2000,0.000016
FILLER_6_91,VGND,li1,47.8400,27.2000,0.000016
FILLER_6_63,VGND,li1,34.7300,27.2000,0.000015
FILLER_6_59,VGND,li1,33.5800,27.2000,0.000015
FILLER_6_26,VGND,li1,17.9400,27.2000,0.000013
FILLER_6_3,VGND,li1,8.2800,27.2000,0.000014
FILLER_5_119,VGND,li1,60.4900,27.2000,0.000016
FILLER_5_111,VGND,li1,56.8100,27.2000,0.000016
FILLER_4_93,VGND,li1,49.6800,21.7600,0.000033
FILLER_4_65,VGND,li1,36.1100,21.7600,0.000025
FILLER_4_53,VGND,li1,32.6600,21.7600,0.000020
FILLER_4_26,VGND,li1,17.9400,21.7600,0.000014
FILLER_4_3,VGND,li1,7.5900,21.7600,0.000014
FILLER_3_116,VGND,li1,59.8000,21.7600,0.000034
FILLER_3_109,VGND,li1,56.3500,21.7600,0.000034
FILLER_3_57,VGND,li1,34.5000,21.7600,0.000022
FILLER_3_54,VGND,li1,30.8200,21.7600,0.000018
FILLER_3_46,VGND,li1,28.5200,21.7600,0.000016
FILLER_3_11,VGND,li1,11.0400,21.7600,0.000014
FILLER_3_3,VGND,li1,8.7400,21.7600,0.000014
FILLER_2_119,VGND,li1,60.4900,16.3200,0.000015
FILLER_2_88,VGND,li1,46.2300,16.3200,0.000013
FILLER_2_61,VGND,li1,34.2700,16.3200,0.000009
FILLER_2_53,VGND,li1,31.7400,16.3200,0.000008
FILLER_2_41,VGND,li1,27.1400,16.3200,0.000006
FILLER_2_37,VGND,li1,22.7700,16.3200,0.000005
FILLER_2_29,VGND,li1,20.7000,16.3200,0.000005
FILLER_2_27,VGND,li1,18.1700,16.3200,0.000005
FILLER_2_15,VGND,li1,15.1800,16.3200,0.000005
FILLER_2_3,VGND,li1,9.6600,16.3200,0.000005
FILLER_1_118,VGND,li1,60.2600,16.3200,0.000015
FILLER_1_61,VGND,li1,33.8100,16.3200,0.000009
FILLER_1_57,VGND,li1,32.6600,16.3200,0.000008
FILLER_1_55,VGND,li1,31.0500,16.3200,0.000007
FILLER_1_51,VGND,li1,29.9000,16.3200,0.000007
FILLER_1_39,VGND,li1,26.2200,16.3200,0.000005
FILLER_1_27,VGND,li1,20.7000,16.3200,0.000005
FILLER_1_15,VGND,li1,15.1800,16.3200,0.000005
FILLER_1_3,VGND,li1,9.6600,16.3200,0.000005
FILLER_0_116,VGND,li1,59.8000,10.8800,0.000004
FILLER_0_110,VGND,li1,56.5800,10.8800,0.000004
FILLER_0_85,VGND,li1,44.8500,10.8800,0.000004
FILLER_0_69,VGND,li1,40.0200,10.8800,0.000003
FILLER_0_57,VGND,li1,34.5000,10.8800,0.000002
FILLER_0_53,VGND,li1,30.5900,10.8800,0.000002
FILLER_0_41,VGND,li1,27.1400,10.8800,0.000001
FILLER_0_29,VGND,li1,21.6200,10.8800,0.000001
FILLER_0_27,VGND,li1,18.1700,10.8800,0.000001
FILLER_0_15,VGND,li1,15.1800,10.8800,0.000001
FILLER_0_3,VGND,li1,9.6600,10.8800,0.000001
hold19,VGND,li1,27.1400,59.8400,0.000006
hold18,VGND,li1,31.2800,43.5200,0.000005
hold17,VGND,li1,33.5800,48.9600,0.000025
hold16,VGND,li1,13.8000,43.5200,0.000003
hold15,VGND,li1,33.5800,43.5200,0.000005
hold14,VGND,li1,54.7400,27.2000,0.000016
hold13,VGND,li1,20.7000,21.7600,0.000013
hold12,VGND,li1,27.1400,32.6400,0.000003
hold11,VGND,li1,51.0600,38.0800,0.000020
hold10,VGND,li1,48.3000,59.8400,0.000010
hold9,VGND,li1,52.4400,43.5200,0.000008
hold8,VGND,li1,55.2000,65.2800,0.000002
hold7,VGND,li1,24.3800,21.7600,0.000013
hold6,VGND,li1,48.3000,65.2800,0.000002
hold5,VGND,li1,50.6000,54.4000,0.000015
hold4,VGND,li1,42.3200,65.2800,0.000001
hold3,VGND,li1,46.4600,21.7600,0.000033
hold2,VGND,li1,58.8800,38.0800,0.000020
hold1,VGND,li1,15.6400,27.2000,0.000013
clkload2,VGND,li1,21.3900,48.9600,0.000018
clkload1,VGND,li1,39.5600,21.7600,0.000028
clkload0,VGND,li1,17.4800,32.6400,0.000002
clkbuf_2_3__f_clk,VGND,li1,49.2200,48.9600,0.000040
clkbuf_2_2__f_clk,VGND,li1,23.4600,54.4000,0.000012
clkbuf_2_1__f_clk,VGND,li1,45.5400,21.7600,0.000032
clkbuf_2_0__f_clk,VGND,li1,23.4600,27.2000,0.000012
clkbuf_0_clk,VGND,li1,29.4400,38.0800,0.000019
fanout18,VGND,li1,13.3400,48.9600,0.000019
fanout17,VGND,li1,51.5200,59.8400,0.000011
fanout16,VGND,li1,51.5200,65.2800,0.000002
fanout15,VGND,li1,10.5800,43.5200,0.000003
fanout14,VGND,li1,46.4600,38.0800,0.000020
fanout13,VGND,li1,48.3000,38.0800,0.000020
output12,VGND,li1,59.8000,27.2000,0.000016
output11,VGND,li1,55.2000,10.8800,0.000004
input10,VGND,li1,7.5900,54.4000,0.000012
input9,VGND,li1,45.5400,16.3200,0.000013
input8,VGND,li1,60.0300,54.4000,0.000015
input7,VGND,li1,60.0300,65.2800,0.000002
input6,VGND,li1,60.0300,38.0800,0.000020
input5,VGND,li1,60.0300,43.5200,0.000008
input4,VGND,li1,39.7900,65.2800,0.000001
input3,VGND,li1,45.3100,65.2800,0.000001
input2,VGND,li1,60.0300,48.9600,0.000040
